#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
1207	fig|6666666.1036479.peg.1272	1041826.FCOL_11680	98.9	1000.0	groEL	Chaperonin GroEL; Prevents misfolding and promotes the refolding and proper assembly of unfolded polypeptides generated under stress conditions.
1208	fig|6666666.1036479.peg.1274	1041826.FCOL_03815	85.6	1098.2	ftsZ	Cell division protein FtsZ; Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity.
1209	fig|6666666.1036479.peg.1275	1041826.FCOL_03820	98.9	879.8	ftsA	Cell division protein FtsA; Cell division protein that is involved in the assembly of the Z ring. May serve as a membrane anchor for the Z ring. Belongs to the FtsA/MreB family.
1210	fig|6666666.1036479.peg.1276	1041826.FCOL_03825	88.8	433.3	AEW85605.2	Cell division protein FtsQ.
1211	fig|6666666.1036479.peg.1277	1041826.FCOL_03830	90.1	822.4	murC	UDP-N-acetylmuramate--L-alanine ligase; Cell wall formation; Belongs to the MurCDEF family.
1212	fig|6666666.1036479.peg.1278	1041826.FCOL_03835	84.8	614.0	murG	Undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase; Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II); Belongs to the glycosyltransferase 28 family. MurG subfamily.
1213	fig|6666666.1036479.peg.1279	1041826.FCOL_03840	90.5	751.5	AEW85608.1	COG0772 Bacterial cell division membrane protein; Belongs to the SEDS family.
1214	fig|6666666.1036479.peg.1280	1041826.FCOL_03845	91.4	812.8	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase; Cell wall formation. Catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine (UMA). Belongs to the MurCDEF family.
1215	fig|6666666.1036479.peg.1281	1041826.FCOL_03850	98.8	769.6	mraY	phospho-N-acetylmuramoyl-pentapeptide- transferase; First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan; Belongs to the glycosyltransferase 4 family. MraY subfamily.
1216	fig|6666666.1036479.peg.1282	1041826.FCOL_03855	90.1	874.8	murE	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase; Catalyzes the addition of meso-diaminopimelic acid to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanyl-D-glutamate (UMAG) in the biosynthesis of bacterial cell-wall peptidoglycan. Belongs to the MurCDEF family. MurE subfamily.
1217	fig|6666666.1036479.peg.1283	1041826.FCOL_03860	94.4	1268.4	AEW85612.1	Peptidoglycan glycosyltransferase FtsI precursor; COG0768 Cell division protein FtsI/penicillin-binding protein 2.
1218	fig|6666666.1036479.peg.1285	1041826.FCOL_03870	93.3	559.3	rsmH	16S rRNA m(4)C1402 methyltransferase; Specifically methylates the N4 position of cytidine in position 1402 (C1402) of 16S rRNA.
1219	fig|6666666.1036479.peg.1288	1041826.FCOL_03885	97.6	838.6	purA	Adenylosuccinate synthetase; Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP; Belongs to the adenylosuccinate synthetase family.
1220	fig|6666666.1036479.peg.1290	1041826.FCOL_03890	98.4	520.0	AEW85618.1	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid hydrolase; COG0596 Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily).
1221	fig|6666666.1036479.peg.1291	1041826.FCOL_03895	97.1	409.1	engB	GTP-binding protein YsxC; Necessary for normal cell division and for the maintenance of normal septation; Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin-like GTPase superfamily. EngB GTPase family.
1222	fig|6666666.1036479.peg.1292	1041826.FCOL_03900	95.7	367.9	AEW85620.2	Hypothetical protein.
1223	fig|6666666.1036479.peg.1294	1041826.FCOL_03910	96.9	641.7	AEW85622.1	Gliding motility protein GldB.
1224	fig|6666666.1036479.peg.1295	1041826.FCOL_03915	93.3	499.2	AEW85623.1	NH(3)-dependent NAD synthetase; Catalyzes the ATP-dependent amidation of deamido-NAD to form NAD. Uses ammonia as a nitrogen source.
1225	fig|6666666.1036479.peg.1297	1041826.FCOL_03925	86.6	560.8	AEW85625.1	Hypothetical protein.
1226	fig|6666666.1036479.peg.1298	1041826.FCOL_03930	96.8	1257.7	dnaG	DNA primase; RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication. Belongs to the DnaG primase family.
1227	fig|6666666.1036479.peg.1299	1041826.FCOL_03935	94.9	785.0	AEW85627.1	Hypothetical protein.
1228	fig|6666666.1036479.peg.1301	1041826.FCOL_03945	95.7	600.1	AEW85629.1	Polyprenyl synthetase; COG0142 Geranylgeranyl pyrophosphate synthase; Belongs to the FPP/GGPP synthase family.
1229	fig|6666666.1036479.peg.1302	1041826.FCOL_03950	87.1	502.7	AEW85630.1	Lipoprotein precursor.
1230	fig|6666666.1036479.peg.1303	1041826.FCOL_03955	98.4	641.7	AEW85631.1	COG0685 5,10-methylenetetrahydrofolate reductase; Belongs to the methylenetetrahydrofolate reductase family.
1231	fig|6666666.1036479.peg.1304	1041826.FCOL_03960	72.1	1659.4	AEW85632.1	Methionine synthase; Catalyzes the transfer of a methyl group from methyl- cobalamin to homocysteine, yielding enzyme-bound cob(I)alamin and methionine. Subsequently, remethylates the cofactor using methyltetrahydrofolate.
1232	fig|6666666.1036479.peg.1305	1041826.FCOL_03970	69.5	1068.9	AEW85634.1	COG0527 Aspartokinases.
1233	fig|6666666.1036479.peg.1306	1041826.FCOL_03985	60.3	104.4	AEW85635.1	COG2021 Homoserine acetyltransferase.
1234	fig|6666666.1036479.peg.1307	1041826.FCOL_03990	65.9	108.6	AEW85636.1	Hypothetical protein; COG0730 Predicted permeases.
1238	fig|6666666.1036479.peg.1311	1041826.FCOL_02445	30.5	127.5	AEW85336.1	uroporphyrin-III C-methyltransferase; COG0007 Uroporphyrinogen-III methylase.
1239	fig|6666666.1036479.peg.1312	1041826.FCOL_10485	39.2	197.2	AEW86904.1	Cystathionine beta-synthase; COG0031 Cysteine synthase.
1244	fig|6666666.1036479.peg.1318	1041826.FCOL_04010	94.8	889.8	AEW85640.1	Coagulation factor 5/8 type domain-containing protein.
1245	fig|6666666.1036479.peg.1320	1041826.FCOL_04015	95.8	1535.0	AEW85641.1	Hypothetical protein; COG0457 FOG: TPR repeat.
1246	fig|6666666.1036479.peg.1321	1041826.FCOL_04020	97.9	934.9	AEW85642.2	COG1215 Glycosyltransferases, probably involved in cell wall biogenesis.
1247	fig|6666666.1036479.peg.1322	1041826.FCOL_04025	95.5	705.3	AEW85643.1	Hypothetical protein.
1249	fig|6666666.1036479.peg.1325	1041826.FCOL_13125	37.7	241.9	AEW87420.1	Cys/Met metabolism PLP-dependent enzyme; COG0626 Cystathionine beta-lyases/cystathionine gamma-synthases.
1250	fig|6666666.1036479.peg.1326	1041826.FCOL_04055	96.9	813.9	metK	S-adenosylmethionine synthetase; Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme.
1251	fig|6666666.1036479.peg.1327	1041826.FCOL_03310	42.9	333.6	AEW85506.1	Hypothetical protein.
1252	fig|6666666.1036479.peg.1328	1041826.FCOL_04060	78.3	412.1	AEW85646.1	Hypothetical protein.
1253	fig|6666666.1036479.peg.1329	1041826.FCOL_04065	99.5	419.5	AEW85647.1	COG1428 Deoxynucleoside kinases.
1254	fig|6666666.1036479.peg.1332	1041826.FCOL_04080	84.3	493.8	thyA	Thymidylate synthase; Catalyzes the reductive methylation of 2'-deoxyuridine-5'- monophosphate (dUMP) to 2'-deoxythymidine-5'-monophosphate (dTMP) while utilizing 5,10-methylenetetrahydrofolate (mTHF) as the methyl donor and reductant in the reaction, yielding dihydrofolate (DHF) as a by- product. This enzymatic reaction provides an intracellular de novo source of dTMP, an essential precursor for DNA biosynthesis.
1255	fig|6666666.1036479.peg.1333	1041826.FCOL_04085	94.6	370.9	AEW85651.1	Hypothetical protein.
1256	fig|6666666.1036479.peg.1334	1041826.FCOL_04090	94.4	580.9	AEW85652.1	COG2025 Electron transfer flavoprotein, alpha subunit.
1257	fig|6666666.1036479.peg.1335	1041826.FCOL_04095	96.4	475.3	AEW85653.1	COG2086 Electron transfer flavoprotein, beta subunit.
1258	fig|6666666.1036479.peg.1336	1041826.FCOL_04100	99.1	642.1	AEW85654.1	Pyruvate dehydrogenase E1 component subunit beta; The pyruvate dehydrogenase complex catalyzes the overall conversion of pyruvate to acetyl-CoA and CO2.
1259	fig|6666666.1036479.peg.1337	1041826.FCOL_04105	92.4	1568.5	AEW85655.1	Hypothetical protein; COG0275 Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis.
1261	fig|6666666.1036479.peg.1342	1041826.FCOL_12830	84.5	1067.4	AEW87361.1	Rhs element Vgr protein; COG3501 Uncharacterized protein conserved in bacteria.
1269	fig|6666666.1036479.peg.1369	1041826.FCOL_05530	99.3	570.1	AEW85931.1	Integrase catalytic subunit; COG2801 Transposase and inactivated derivatives.
1271	fig|6666666.1036479.peg.1372	1041826.FCOL_05505	93.9	516.9	AEW85926.1	Hypothetical protein.
1272	fig|6666666.1036479.peg.1374	1041826.FCOL_05600	98.3	521.5	AEW85945.1	Hypothetical protein.
1273	fig|6666666.1036479.peg.1376	1041826.FCOL_05505	96.0	518.8	AEW85926.1	Hypothetical protein.
1274	fig|6666666.1036479.peg.1378	1041826.FCOL_04115	90.9	436.4	menG	Ubiquinone/menaquinone biosynthesis methyltransferase; Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2).
1275	fig|6666666.1036479.peg.1379	1041826.FCOL_04120	91.0	451.1	AEW85658.1	PorT protein.
1276	fig|6666666.1036479.peg.1380	1041826.FCOL_04125	84.7	413.7	AEW85659.1	tRNA/rRNA methyltransferase; COG0566 rRNA methylases.
1277	fig|6666666.1036479.peg.1381	1041826.FCOL_04130	89.1	1544.6	AEW85660.1	COG4775 Outer membrane protein/protective antigen OMA87.
1278	fig|6666666.1036479.peg.1382	1041826.FCOL_04135	98.6	706.4	AEW85661.1	Fructose-bisphosphate aldolase; Catalyzes the aldol condensation of dihydroxyacetone phosphate (DHAP or glycerone-phosphate) with glyceraldehyde 3-phosphate (G3P) to form fructose 1,6-bisphosphate (FBP) in gluconeogenesis and the reverse reaction in glycolysis; Belongs to the class II fructose-bisphosphate aldolase family.
1279	fig|6666666.1036479.peg.1383	1041826.FCOL_04140	98.9	565.8	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta; Component of the acetyl coenzyme A carboxylase (ACC) complex. Biotin carboxylase (BC) catalyzes the carboxylation of biotin on its carrier protein (BCCP) and then the CO(2) group is transferred by the transcarboxylase to acetyl-CoA to form malonyl-CoA.
1280	fig|6666666.1036479.peg.1384	1041826.FCOL_04145	93.8	738.4	AEW85663.1	ABC transporter permease; COG0577 ABC-type antimicrobial peptide transport system, permease component.
1281	fig|6666666.1036479.peg.1385	1041826.FCOL_04150	94.1	954.5	purH	Bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase; COG0138 AICAR transformylase/IMP cyclohydrolase PurH (only IMP cyclohydrolase domain in Aful).
1282	fig|6666666.1036479.peg.1386	1041826.FCOL_04155	71.8	667.9	AEW85665.1	Hypothetical protein.
1283	fig|6666666.1036479.peg.1387	1041826.FCOL_04160	97.2	419.1	AEW85666.1	COG0450 Peroxiredoxin.
1284	fig|6666666.1036479.peg.1388	1041826.FCOL_04165	100.0	661.0	AEW85667.1	Rod shape-determining protein MreB; COG1077 Actin-like ATPase involved in cell morphogenesis.
1285	fig|6666666.1036479.peg.1389	1041826.FCOL_04170	95.4	441.0	AEW85668.1	COG1792 Cell shape-determining protein.
1286	fig|6666666.1036479.peg.1391	1041826.FCOL_04175	97.8	1281.2	AEW85669.1	COG0768 Cell division protein FtsI/penicillin-binding protein 2.
1287	fig|6666666.1036479.peg.1392	1041826.FCOL_04180	95.0	785.0	AEW85670.1	Rod shape-determining protein RodA; COG0772 Bacterial cell division membrane protein; Belongs to the SEDS family.
1288	fig|6666666.1036479.peg.1393	1041826.FCOL_04185	73.0	366.3	AEW85671.1	COG1864 DNA/RNA endonuclease G, NUC1.
1289	fig|6666666.1036479.peg.1395	1041826.FCOL_04195	90.4	558.1	AEW85673.1	Hypothetical protein.
1290	fig|6666666.1036479.peg.1396	1041826.FCOL_04200	95.2	822.0	AEW85674.1	hydroxymethylglutaryl-CoA reductase, degradative; COG1257 Hydroxymethylglutaryl-CoA reductase; Belongs to the HMG-CoA reductase family.
1291	fig|6666666.1036479.peg.1397	1041826.FCOL_04210	92.7	1389.0	AEW85676.1	Xaa-Pro dipeptidyl-peptidase; COG1506 Dipeptidyl aminopeptidases/acylaminoacyl-peptidases.
1292	fig|6666666.1036479.peg.1398	1041826.FCOL_04215	96.5	441.4	AEW85677.1	Di-/tripeptide transporter; COG3104 Dipeptide/tripeptide permease.
1293	fig|6666666.1036479.peg.1399	1041826.FCOL_04215	96.8	535.8	AEW85677.1	Di-/tripeptide transporter; COG3104 Dipeptide/tripeptide permease.
1294	fig|6666666.1036479.peg.1400	1041826.FCOL_04220	97.1	1060.8	AEW85678.1	Proton-dependent peptide transporter; COG3104 Dipeptide/tripeptide permease.
1295	fig|6666666.1036479.peg.1401	1041826.FCOL_04225	96.5	934.1	AEW85679.1	Proton-dependent di-tripeptide transporter; COG3104 Dipeptide/tripeptide permease.
1296	fig|6666666.1036479.peg.1404	1041826.FCOL_04240	70.4	906.0	AEW85682.1	Hypothetical protein; COG0658 Predicted membrane metal-binding protein.
1297	fig|6666666.1036479.peg.1405	1041826.FCOL_04245	85.5	650.2	AEW85683.1	Lipid-A-disaccharide synthase; Condensation of UDP-2,3-diacylglucosamine and 2,3- diacylglucosamine-1-phosphate to form lipid A disaccharide, a precursor of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell.
1298	fig|6666666.1036479.peg.1407	1041826.FCOL_04255	92.6	494.2	surE	5'(3')-nucleotidase/polyphosphatase; Nucleotidase that shows phosphatase activity on nucleoside 5'-monophosphates; Belongs to the SurE nucleotidase family.
1299	fig|6666666.1036479.peg.1408	1041826.FCOL_04260	94.9	1359.4	AEW85686.1	Peptidase; COG0793 Periplasmic protease; Belongs to the peptidase S41A family.
1303	fig|6666666.1036479.peg.1413	1041826.FCOL_04360	37.0	56.2	AEW85706.1	Peptidase M23; COG4678 Muramidase (phage lambda lysozyme).
1304	fig|6666666.1036479.peg.1414	1041826.FCOL_04360	87.5	1055.8	AEW85706.1	Peptidase M23; COG4678 Muramidase (phage lambda lysozyme).
1306	fig|6666666.1036479.peg.1418	1041826.FCOL_04370	96.6	1288.5	AEW85708.1	Hypothetical protein; COG0760 Parvulin-like peptidyl-prolyl isomerase.
1307	fig|6666666.1036479.peg.1421	1041826.FCOL_04385	80.3	660.6	AEW85711.1	Hypothetical protein.
1308	fig|6666666.1036479.peg.1422	1041826.FCOL_04390	82.2	338.2	coaX	Pantothenate kinase; Catalyzes the phosphorylation of pantothenate (Pan), the first step in CoA biosynthesis.
1309	fig|6666666.1036479.peg.1424	1041826.FCOL_04280	83.0	1000.3	AEW85690.1	COG4805 Uncharacterized protein conserved in bacteria.
1310	fig|6666666.1036479.peg.1425	1041826.FCOL_04285	88.1	1631.3	AEW85691.1	AsmA family protein.
1311	fig|6666666.1036479.peg.1426	1041826.FCOL_04290	90.6	478.4	AEW85692.1	COG1187 16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases.
1312	fig|6666666.1036479.peg.1427	1041826.FCOL_04295	89.1	510.0	AEW85693.1	Prenyltransferase; COG0382 4-hydroxybenzoate polyprenyltransferase and related prenyltransferases.
1313	fig|6666666.1036479.peg.1428	1041826.FCOL_04300	95.2	595.9	AEW85694.1	COG1577 Mevalonate kinase.
1314	fig|6666666.1036479.peg.1429	1041826.FCOL_04305	95.0	694.9	AEW85695.1	COG3407 Mevalonate pyrophosphate decarboxylase.
1315	fig|6666666.1036479.peg.1430	1041826.FCOL_04310	93.8	784.6	AEW85696.1	COG2081 Predicted flavoproteins.
1316	fig|6666666.1036479.peg.1432	1041826.FCOL_04315	90.1	892.9	AEW85697.1	COG0366 Glycosidases.
1317	fig|6666666.1036479.peg.1434	1041826.FCOL_04325	85.0	2208.3	AEW85699.1	Putative glycoside hydrolase; COG3291 FOG: PKD repeat.
1318	fig|6666666.1036479.peg.1435	1041826.FCOL_04330	90.9	2006.9	AEW85700.1	Hypothetical protein.
1319	fig|6666666.1036479.peg.1436	1041826.FCOL_04335	98.6	810.1	AEW85701.1	COG0527 Aspartokinases; Belongs to the aspartokinase family.
1320	fig|6666666.1036479.peg.1438	1041826.FCOL_04345	99.3	517.3	AEW85703.1	M48 family metalloprotease YggG; COG0501 Zn-dependent protease with chaperone function.
1321	fig|6666666.1036479.peg.1439	1041826.FCOL_04350	99.1	677.2	fbp	COG0158 Fructose-1,6-bisphosphatase.
1322	fig|6666666.1036479.peg.1440	1041826.FCOL_04420	97.6	1673.7	mutS	DNA mismatch repair protein MutS; This protein is involved in the repair of mismatches in DNA. It is possible that it carries out the mismatch recognition step. This protein has a weak ATPase activity.
1323	fig|6666666.1036479.peg.1443	1041826.FCOL_04435	95.5	728.0	AEW85718.1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase; COG0801 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase.
1324	fig|6666666.1036479.peg.1444	1041826.FCOL_04440	87.4	1002.3	AEW85719.1	Protease IV (signal peptide peptidase); COG0616 Periplasmic serine proteases (ClpP class).
1325	fig|6666666.1036479.peg.1445	1041826.FCOL_04445	95.9	1614.4	AEW85720.1	Hypothetical protein.
1326	fig|6666666.1036479.peg.1446	1041826.FCOL_04450	93.4	378.6	AEW85721.1	Hypothetical protein; COG0450 Peroxiredoxin.
1327	fig|6666666.1036479.peg.1448	1041826.FCOL_04455	92.6	972.6	AEW85722.1	Hypothetical protein.
1328	fig|6666666.1036479.peg.1449	1041826.FCOL_04460	97.1	776.2	clpX	ATP-dependent protease ATP-binding subunit ClpX; ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP.
1329	fig|6666666.1036479.peg.1450	1041826.FCOL_04465	100.0	432.2	clpP	Endopeptidase Clp; Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins. Belongs to the peptidase S14 family.
1330	fig|6666666.1036479.peg.1451	1041826.FCOL_04470	95.0	826.6	AEW85725.1	Trigger factor; COG0544 FKBP-type peptidyl-prolyl cis-trans isomerase (trigger factor).
1331	fig|6666666.1036479.peg.1454	1041826.FCOL_04485	89.6	443.0	pdxJ	Pyridoxine 5'-phosphate synthase; Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino- 2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate.
